case_id,customer_message,cluster_id
apple_2060038,"@115858 IOS11 make my 6S+ work for a couple of hours use now, which before lasted a workday-ish (+ATV died after SW “upgrade”) #WTF sad",4
apple_2067652,@AppleSupport with iOS11.0.2 my iphone 7 has a fraction of battery life. How do I revert back to the former OS?,11
apple_1541135,i updated my@phone to get the new emojis.... but i’m still seeing boxes with questions marks. i’m suing @115858,5
apple_1736098,So is @115858 not going to fix this I️ problem,5
apple_1905345,"@116333  Sir I m very sorry to say I m very very disappointed with Mac Book pro service,as I m using all apple devices but this Mac Book is creating problems in regular basis, I want apple has to exchange it otherwise I will stop buying apple products &amp; go to consumer forum.",3
apple_1046609,@115858 why did my iPhone 8 come with an AmazonBasics charger? 🤷🏻‍♀️ https://t.co/dlbxIeLoZt,8
apple_2974485,my phone is fucking up @115858 get your shit together,9
apple_2512770,@AppleSupport iOS 11.02 is way to much horrible draining battery like anything,11
apple_2308193,@AppleSupport what’s with this glitch fam,5
apple_1631254,"@115858 help me with this i️ glitch, how can i️ fox this?",5
apple_2053535,"Dear @115858, iOS 11 is complete fucking garbage. Tired of getting 1/4 of my normal battery life and going from 35% to 4% by opening settings",4
apple_2831539,@115948 @115858 @AppleSupport my downloaded music 🎶 keeps disappearing why ? Please help.,6
apple_1520479,why does the new update do this??? @115858 FIX YOUR SHIT,1
apple_2029965,Ok @115858 I️ see you with the new emojis,2
apple_2076315,@AppleSupport My phone has lost its pace aftet iOS update. Is there any way to switch back to iOS 10.3.3?,1
apple_658718,@AppleSupport why does the system take up almost 40gb of my 64gb? iOS 11.02 https://t.co/iLENkjtcwU,4
apple_752513,"@115858 @AppleSupport @116333 
What is the ETA to fixing iOS 11.0.2? It looks great, but🐜 infested and horrible battery drain.",4
apple_2439688,Help! Ik heb ergens verkeerd gedrukt in mijn instellingen denk ik ( niks verwijderd)  en nu zijn bepaalde foto’s niet meer terug te vinden in m’n iphone?  @AppleSupport @115858 #help,0
apple_2774363,@AppleSupport Why can’t I activate Apple Pay ?,8
apple_2732888,"Dear @115858 , your iOS 11 update is a total shit!! My iphone 7 is very slow, and sometimes the screen freezes in some apps!!!!",4
apple_1203482,"@AppleSupport, I love the ability to screen record and edit that video! Maybe add the option to crop the image(s) soon??? #Apple #iLove",3
apple_219064,Hey @AppleSupport can you please fix the bug for your new update... I’m not getting any text notifications ☹️ https://t.co/qXs3TnR3F6,1
apple_2364585,@AppleSupport fix the I️,10
apple_1352629,@AppleSupport thx you’ve been so helpful BUT my iphone is overheating and losing 100% charge now since updating?!?  Took cover off still HOT,7
apple_581940,does apple pay take prepaid cards @AppleSupport,8
apple_998362,What’s with the “maybe:” thing in my messages @AppleSupport? Why does every update slow my phone down?!? Might be time for Google...,1
apple_1598230,why...... do i still see the boxes w question mark even with the software being up to date @AppleSupport https://t.co/UghyXh6r6J,5
apple_81806,@AppleSupport WHY THE FUCK AM I STILL SEEING QUESTION MARK BOXES IM UPDATED AF WHY????????,5
apple_2367848,@115858 I HAVE A THOUSAND DOLLAR PHONE THAT WONT FUCKING CHARGE. I'VE TRIED MULTIPLE CORDS. SO SICK OF THIS FUCKING BULLSHIT. I WILL NEVER PURCHASE ANOTHER APPLE PRODUCT AGAIN,7
apple_1150998,@AppleSupport hello i got a mail from you guys but i dont trust it is it send by you people it says my apple id is blocked any advise ?,8
apple_2121543,@AppleSupport Still getting mail account error on my 365 account on iPhone 7 Plus - every iOS 11 version so far has had it,4
apple_79999,"Dear @AppleSupport, *HUGE* issue at MacOS High Sierra. Ms Outlook is not working. Are you aware of it @115858?@116333 ?? https://t.co/sqrbAK3okU",3
apple_2697288,@AppleSupport what about fixing your keyboard in iOS 11... is soooo slow! Terrible UX !!!,4
apple_2795914,Y’all my computer is messed up.... it only loads that far then stops😫 @AppleSupport https://t.co/6KD47nCclT,3
apple_587046,@AppleSupport why doesn’t notes work on the iPhone X also can’t close ebay photos on listings without force closing the app.. want to give me my thousand quid back?,8
apple_1690547,Hey @115858 what the fuck is all this emoji shit when I️ want to type ?!?,10
apple_1527028,"@AppleSupport hi, my Apple Watch hasn’t paired with my new iPhone even although I’ve set the new phone up using a backup",7
apple_1635715,"The new updates just made my phone slow, freeze, turn off for no reason #pissedoff with @115858 WHHYYYY!!!!!#iPhoneUpdate",1
apple_1153867,@AppleSupport Hey got an iPhone 8. But all the cases are for 7s aswell. But the 8 is bigger so nothing actually fits it.,7
apple_2153410,@AppleSupport are you guys going to do anything about the whole I️ situation or no? Asking for a friend,2
apple_1012691,@AppleSupport @115858 wtf is going on with ios 11!? Updated my phone and now its basically useless! Everything is running like shit 😡,4
apple_1880897,@AppleSupport what’s the point of Apple Pay if it’s not going to work ?,8
apple_36637,@AppleSupport Why did iOS 11 absolutely cripple my phone?,4
apple_2304599,@115858 why I got to have my credit card info  to download free apps &amp; my iCloud disabled. Sick of this 😑,8
apple_679916,@AppleSupport my iPhone 6 sux ass with the the last iOS update. Roll back updates and offer them on new devices only.,1
apple_1903638,How did I just get the 8 and i’m already having problems with my phone 🙄😒 @115858,9
apple_1746840,"How do I change server settings in Mail for macOS Sierra and up? The new preference panes don’t allow access…

@AppleSupport",3
apple_1049236,"After #ios11update, my battery drains too fast&amp; I'm not getting any notifications. What gives, @AppleSupport? And no, I won't reset it.",11
apple_390093,made a mistake @115858 can I back to the old iOS? This one has so many bugs and is annoying the crap out of me! Restart my phone twice a day,7
apple_2117279,@AppleSupport I can't pair my new Apple Watch with my phone because I don't have the latest IOS update but I keep getting an error message. https://t.co/Dld9kH7QDQ,7
apple_2025602,@AppleSupport on iOS 11.1 I can’t see public transport as an option for travel time in calendar events anymore,4
apple_278058,I hate @115858 why won't your products cooperate,8
apple_1936376,@AppleSupport I just bought the new Beck album and I’m getting this: https://t.co/auobxIGWnU,6
apple_2138258,@AppleSupport I’m having trouble reading messages because they’re always interrupted by a capital A followed by a question mark in a box. What’s up?,5
apple_2283121,@AppleSupport my iPhone x touch screen doesn’t work when it’s cold outside. Any ideas? This is my second iPhone x related to this issue.,7
apple_2292788,"Hey @115858, can you fix my I️ phone",9
apple_2138214,"Terrible battery life, the letter I turning into weird characters, constant freezing, unresponsive screens.... @115858 why is iOS 11 so bad??",4
apple_1639257,Good morning and happy Sunday to everyone EXCEPT @116076 and the person who created this new iPhone update!,1
apple_1153405,@AppleSupport My iPhone 6S has just shut down and had 50% battery and now will not turn back on,11
apple_267792,@AppleSupport iPhone 6s iOS 11.0.2 battery from 79% to 30% in 20 mins? How? Why? How do I get my iOS 10 back? #help #apple,11
apple_1948357,"@AppleSupport @115858 please fix your next phone update, the voice texting used to be good and now it’s horrible",1
apple_2787808,@115858 Why is it that every time I charge my phone to 100% my Bluetooth is automatically turned on? I’m not a fan.,9
apple_238219,@115858 @AppleSupport Since installing the latest iOS my phone keeps turning cellular data off!!! I turn it on and it auto turns off again!,7
apple_1647370,@AppleSupport I updated to ios 11.1 but I’m experiencing a lag when I type in messages. ☹️,4
apple_1629732,@AppleSupport there’s glitch in my phone..sometimes touch unresponsive or screen flickers..what’s the solution?,9
apple_1751442,How do I restart my phone without calling 911 SOS mode? Just had a mini heart attack. @AppleSupport,9
apple_1368997,"@AppleSupport So you’re working on a fix, right?",5
apple_1532196,Phone has frozen twice and I’ve had to reboot twice today since I got the new update @115858 explain yourselves,1
apple_2306255,"@AppleSupport I can't figure out why my MacBook Pro keeps creating these lovely images in place of video content. It happens on Twitter, Facebook and Instagram, but not on YouTube or when playing local video files. Happens in Chrome and Safari. https://t.co/mwNCdwMV2a",3
apple_382481,Hey @115858 wanna explain to us why every time I️ type I️ it’s fucked up? Thanks a ton you trying-to-make-us-buy-new-phones assholes,9
apple_1892671,@115858 iOS 11 is draining my phone battery!!  Please fix!!!,11
apple_2322473,@AppleSupport iPhone X iOS 11.1.1 won’t let me send as SMS while on a phone call. https://t.co/b8wdWk0kcG,4
apple_737003,@AppleSupport why is my battery life garbage after the new update. Please inform me. Or just fix it that would work too,11
apple_283592,"@115858 por favor corrija los errores de la actualización, gracias.",0
apple_356837,Look mun what’s going on you’re #iOS11 is terrible !!! @115858 @AppleSupport it’s doing it on everything and screen is to sensitive for sure https://t.co/VCXJMwgRn8,4
apple_1973787,"With iOS 10, my iPhone 6 would discharge ~ 7% overnight (in about seven hours). 
With iOS 11, it discharges ~ 25%. @AppleSupport",11
apple_685809,@118101 Hi I have an iPad Pro 9.7when I click Mobile Data then EE I get 'An error has occurred while getting user information (TMF12) can u help,3
apple_1834542,I’m not sure why these obnoxiously large headers were necessary in all of my apps 🤔😑 @115858 #updatefail #whocomesupwiththisstuff,5
apple_1756339,"@AppleSupport hi, why can’t I see PDF files that I received on my email or my iPhone SE?",8
apple_1680825,@511075 Yo my phone is doing the same shit when I️ type the letter “I️” wtf is up with it??,10
apple_2679801,@115858 what y’all doing? What’s wrong with my keyboard??,5
apple_1002296,"Hi @AppleSupport why does the auto timed lock work on iPhone 8+ running 10.0.3   It's enabled to 30s, display never goes off or locks. Thx",7
apple_631811,Anyone else with a Gen 1 Apple Watch notice battery life drop off significantly since the update? @AppleSupport @115858 #iWatch,11
apple_1720822,Anyone know why sent boxes/outbox won’t show on @115858 @AppleSupport mail app on iPad Air?,8
apple_2150013,"@AppleSupport ok seriously, you are now officially on the clock regarding this letter “I️” glitch #appleglitch",10
apple_1524166,@AppleSupport why exactly is my phone replacing the letter I with weird symbol things ?,10
apple_2689546,.@188 and @126972 apps deleted. I will use the mobile version of each one. My iPhone battery life is draining so fast. #iOS11 cc @115858 @AppleSupport,4
apple_2752449,@115858 I’m gettin real annoyed....My phone keeps restarting for no reason🙃,9
apple_2525892,@AppleSupport Help have downloaded iOS 11.1.2 and now my iPhone 7 restarts ever 2 min!!! How do I fix???,4
apple_660483,"Tried updating my phone, now its frozen. @115858 Im too ugly to text girls and have it come up green. Fix my shit!",9
apple_408445,@115858 @136221 #ios11 iOS 11 is crap. Buggy as all hell. Spontaneous reboots and the music player will not go away. I want a Pixel2! https://t.co/zgYdYhlqxU,4
apple_2547151,Yo @115858. Any word on when this issue will be fixed? Just wondering if I️ should start using an “l” as an I️. 🤷🏾‍♀️ https://t.co/KicIzhToKE,10
apple_1502988,the most frustrating thing that has ever happened to me as an iPhone user is whenever I️ type the letter I️ it autocorrects to this https://t.co/PSb24jf8Li,10
